,listing_id,host_name,last_review,price,nbhood_full,description,room_type,borough,neighborhood
200,65268,Juhli,2019-01-05,75,"Brooklyn, Bedford-Stuyvesant",Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,private room,Brooklyn,Bedford-Stuyvesant
201,65562,Mary D,2019-01-03,129,"Manhattan, East Village",CHARMING EAST VILLAGE 2 (or 1) BR,entire home/apt,Manhattan,East Village
202,65615,Valerie,2019-06-29,130,"Brooklyn, Williamsburg",Farmhouse Apartment in Williamsburg,entire home/apt,Brooklyn,Williamsburg
203,65660,Larissa,2019-07-07,95,"Brooklyn, Williamsburg",Bright+Spacious Williamsburg Abode!,entire home/apt,Brooklyn,Williamsburg
204,65813,Eric,2019-01-02,75,"Manhattan, Harlem","Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",private room,Manhattan,Harlem
205,66008,Melissa,2019-07-01,190,"Brooklyn, Carroll Gardens",CHARMING CARROLL GARDENS APT.,entire home/apt,Brooklyn,Carroll Gardens
206,66026,Alex,2019-06-30,49,"Brooklyn, Crown Heights",Private Bedroom Brownstone Brooklyn,private room,Brooklyn,Crown Heights
207,66251,Samir,2019-06-25,212,"Manhattan, East Village",East Village Loft with Piano & Patio,entire home/apt,Manhattan,East Village
208,66275,Tony,2019-06-23,95,"Manhattan, Lower East Side",Lower East Side Magic Room,private room,Manhattan,Lower East Side
209,66451,Luis Fernando,2019-02-16,140,"Brooklyn, Williamsburg",**Fantastic Williamsburg Apt**,entire home/apt,Brooklyn,Williamsburg
210,66718,Henning,2019-06-23,135,"Manhattan, Harlem",West Harlem Home Base - Eco-Apt.,entire home/apt,Manhattan,Harlem
211,66741,Stefano,2019-06-23,150,"Brooklyn, Park Slope",Charming Garden Apt in Park Slope,entire home/apt,Brooklyn,Park Slope
212,66974,Jana,2019-07-01,190,"Brooklyn, Gowanus","Lovely, Modern, Garden Apartment",entire home/apt,Brooklyn,Gowanus
213,67288,Per,2019-06-15,124,"Manhattan, East Harlem",Central Park 1BR sunny condo,entire home/apt,Manhattan,East Harlem
214,67299,Adrienne,2019-05-06,135,"Brooklyn, Williamsburg",Cozy Garden Apartment  in Williamsburg,entire home/apt,Brooklyn,Williamsburg
215,67397,Elise,2019-06-22,122,"Manhattan, Morningside Heights",SoHa comfort-by NW Central Park!,private room,Manhattan,Morningside Heights
216,68099,Deda,2019-06-25,109,"Manhattan, Upper West Side",Cozy room in Upper West Side,private room,Manhattan,Upper West Side
217,68403,Naimah,2019-06-24,145,"Brooklyn, Bedford-Stuyvesant",The Cozy Brownstone Inn (discount)!,entire home/apt,Brooklyn,Bedford-Stuyvesant
218,68735,Violetta,2019-06-13,195,"Manhattan, Upper West Side",Prewar Penthouse w Private Terrace,entire home/apt,Manhattan,Upper West Side
219,68765,Jenna,2019-06-27,250,"Brooklyn, Carroll Gardens",Designer 2.5 BR Loft in Carroll Gardens by Subway,entire home/apt,Brooklyn,Carroll Gardens
220,68974,Alicia,2019-06-20,575,"Manhattan, Little Italy",Unique spacious loft on the Bowery,entire home/apt,Manhattan,Little Italy
221,69894,Silvia,2019-06-11,150,"Manhattan, Upper West Side","Nice renovated apt, prime location!",entire home/apt,Manhattan,Upper West Side
222,69921,Joab,2019-06-29,70,"Brooklyn, Bushwick",Brooklyn Writer's Nook,private room,Brooklyn,Bushwick
223,70095,Mary And Geoff,2019-06-30,90,"Manhattan, Inwood",Private Bedroom in Large NYC Apartment,private room,Manhattan,Inwood
224,70128,Eyal,2019-01-10,65,"Manhattan, East Village","Large, Sunny Room East Village NYC",private room,Manhattan,East Village
225,70609,Bruce,2019-06-16,500,"Manhattan, East Village",Great Large 3 BR/2 Bath Duplex with Private Patio!,entire home/apt,Manhattan,East Village
226,71010,Kurt,2019-05-24,250,"Manhattan, Washington Heights",All That Jazz. Uptown style on Sugar Hill.,entire home/apt,Manhattan,Washington Heights
227,71248,Jennifer,2019-06-17,125,"Manhattan, Chinatown",Bright and lovely 1 bdrm apt in LES,entire home/apt,Manhattan,Chinatown
228,71366,Ruperto,2019-06-25,200,"Manhattan, West Village",Beautiful One Bed West Village - 4 Month Special,entire home/apt,Manhattan,West Village
229,71812,Thai,2019-01-02,90,"Bronx, Kingsbridge",Condo Apartment with laundry in unit,entire home/apt,Bronx,Kingsbridge
230,72190,Hudson,2019-02-15,110,"Manhattan, Upper West Side",1BR: See Central Park from Terrace!,entire home/apt,Manhattan,Upper West Side
231,72265,Vanessa,2019-06-16,59,"Brooklyn, Greenpoint",Private room in cozy Greenpoint,private room,Brooklyn,Greenpoint
232,74073,Daniel,2019-06-23,195,"Brooklyn, Williamsburg",Food & Music Dream Apartment in Williamsburg,entire home/apt,Brooklyn,Williamsburg
233,74240,Patty,2019-06-07,169,"Brooklyn, Williamsburg",French Garden cottage off Bedford,entire home/apt,Brooklyn,Williamsburg
234,74680,Nazleen,2019-05-31,115,"Queens, Astoria",One Bedroom Mini studio - Free WIFI,entire home/apt,Queens,Astoria
235,75193,Scott,2019-06-22,69,"Brooklyn, Williamsburg",BROOKLYN > Guest Room w/ King Bed in Williamsburg,private room,Brooklyn,Williamsburg
236,75635,Patricia,2019-06-27,150,"Manhattan, Lower East Side",Bright Cozy Chinatown Studio Apt.,entire home/apt,Manhattan,Lower East Side
237,76761,Evelyn,2019-06-28,169,"Brooklyn, South Slope",Eveland the Place to Stay & Enjoy a 5-‚≠êÔ∏è 2bdrm,entire home/apt,Brooklyn,South Slope
238,77765,The Box House Hotel,2019-07-01,179,"Brooklyn, Greenpoint",Superior @ Box House,private room,Brooklyn,Greenpoint
239,77936,Moss Owen,2019-06-14,150,"Manhattan, Hell's Kitchen",Hells Kitchen Garden of Eden,private room,Manhattan,Hell's Kitchen
240,79067,Bliss,2019-04-20,350,"Brooklyn, Clinton Hill",Lovely 3 bedroom in Italianate Brownstone w/garden,entire home/apt,Brooklyn,Clinton Hill
241,79782,Pam,2019-03-31,120,"Brooklyn, Williamsburg","Williamsburg HUGE, PRIVATE BATH - Next to Train!",private room,Brooklyn,Williamsburg
242,80493,Jennifer,2019-07-04,71,"Manhattan, East Village",Cozy room in East Village with AC,private room,Manhattan,East Village
243,80700,The Box House Hotel,2019-05-24,349,"Brooklyn, Greenpoint",Loft w/ Terrace @ Box House Hotel,private room,Brooklyn,Greenpoint
244,82550,Christopher,2019-06-30,200,"Brooklyn, Brooklyn Heights",Columbia Castle 2 BR,entire home/apt,Brooklyn,Brooklyn Heights
245,82638,Sarah,2019-06-06,169,"Manhattan, East Village","Charming Artist's Flat, East Village",entire home/apt,Manhattan,East Village
246,82928,Ruthven,2019-07-02,185,"Brooklyn, Bedford-Stuyvesant",BEAUTIFUL 2 BEDROOM APARTMENT,entire home/apt,Brooklyn,Bedford-Stuyvesant
247,83243,Julian,2019-06-10,65,"Brooklyn, Bushwick",Brooklyn Cove Studio Apt w/ Garden!!,entire home/apt,Brooklyn,Bushwick
248,83847,Yvette,2019-01-02,225,"Manhattan, East Village",East Village Designer's 1-BR APT,entire home/apt,Manhattan,East Village
249,84010,The Box House Hotel,2019-06-27,179,"Brooklyn, Greenpoint",Superior @ Box House,private room,Brooklyn,Greenpoint
250,84659,Kyle,2019-06-26,139,"Manhattan, East Village",Large Studio--Heart of East Village,entire home/apt,Manhattan,East Village
251,84905,Ange,2019-06-23,95,"Manhattan, Two Bridges",Huge.Bright.Clean.Safe. Private Room,private room,Manhattan,Two Bridges
252,85094,Alex,2019-01-14,79,"Brooklyn, Crown Heights",Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,entire home/apt,Brooklyn,Crown Heights
253,86215,T,2019-06-24,150,"Manhattan, Lower East Side",MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,entire home/apt,Manhattan,Lower East Side
254,89621,Marylyn,2019-06-28,90,"Brooklyn, Bedford-Stuyvesant","WONDERFUL, COMFORTABLE STUDIO",entire home/apt,Brooklyn,Bedford-Stuyvesant
255,93313,Nathalie,2019-06-23,120,"Brooklyn, Bedford-Stuyvesant",MAISON DES SIRENES 2,entire home/apt,Brooklyn,Bedford-Stuyvesant
256,94035,Savannah,2019-07-06,80,"Queens, Astoria","Modern, Safe, Clean, Bright Room in Astoria for 2",private room,Queens,Astoria
257,94477,Jason,2019-07-05,175,"Brooklyn, Bedford-Stuyvesant",The Vernon On Greene,entire home/apt,Brooklyn,Bedford-Stuyvesant
258,94783,Keishera,2019-06-21,120,"Brooklyn, Crown Heights","Beautiful, Bright‚Äôs, Warm & Spacious 1.5BR Apt",entire home/apt,Brooklyn,Crown Heights
259,96471,Sahr,2019-06-07,165,"Brooklyn, Clinton Hill","The Brooklyn Waverly, One Bedroom",private room,Brooklyn,Clinton Hill
260,99070,Liz And Melissa,2019-05-26,65,"Manhattan, East Harlem",Comfortable Cozy Space in El Barrio,shared room,Manhattan,East Harlem
261,99085,Wanda,2019-05-01,123,"Brooklyn, Fort Greene",Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019,entire home/apt,Brooklyn,Fort Greene
262,100002,Giorgio,2019-06-17,67,"Manhattan, Washington Heights","MANHATTAN Neat, Nice, Bright ROOM",private room,Manhattan,Washington Heights
263,100184,,2019-07-08,50,"Queens, Queens Village",Bienvenue,private room,Queens,Queens Village
264,100186,Mi,2019-06-28,130,"Brooklyn, Gowanus",Large Brand New Park Slope 1BR,entire home/apt,Brooklyn,Gowanus
265,101053,Lee And Tara,2019-03-01,100,"Brooklyn, Williamsburg",Colorful Artistic Williamsburg Apt,private room,Brooklyn,Williamsburg
266,103161,Ade,2019-06-26,190,"Brooklyn, Williamsburg",Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,entire home/apt,Brooklyn,Williamsburg
267,103806,Jason,2019-05-27,249,"Manhattan, East Village",BOHEMIAN EAST VILLAGE 2 BED HAVEN,entire home/apt,Manhattan,East Village
268,105510,Alex,2019-01-05,100,"Brooklyn, Crown Heights",Private 1-Bedroom Apt in Townhouse,entire home/apt,Brooklyn,Crown Heights
269,106363,Alicia,2019-06-26,60,"Manhattan, Harlem",Bright Room With A Great River View,private room,Manhattan,Harlem
270,106647,Olivia,2019-06-16,135,"Brooklyn, Bedford-Stuyvesant",Tree lined block modern apartment,entire home/apt,Brooklyn,Bedford-Stuyvesant
271,107630,Maya,2019-06-20,175,"Brooklyn, Greenpoint",Sweet Historic Greenpoint Duplex,entire home/apt,Brooklyn,Greenpoint
272,107895,Kai,2019-06-19,120,"Manhattan, Upper West Side",Riverside Charm with Fire Place,entire home/apt,Manhattan,Upper West Side
273,110739,Driss,2019-07-03,169,"Manhattan, Midtown","Very Central, Nomad/Chelsea Loft Studio",entire home/apt,Manhattan,Midtown
274,112435,Carol,2019-05-24,95,"Brooklyn, Fort Greene",ALL ABOUT A VERY COMFORTABLE ROOM..,private room,Brooklyn,Fort Greene
275,113265,Anthony,2019-06-21,55,"Brooklyn, Crown Heights",Brooklyn- Crown Heights Garden Apt.,private room,Brooklyn,Crown Heights
276,113945,Natalia,2019-05-11,85,"Manhattan, Hell's Kitchen",Cozy room in Time Square!,private room,Manhattan,Hell's Kitchen
277,114123,Susi,2019-05-19,199,"Brooklyn, South Slope",Large Park Slope Townhouse Duplex,entire home/apt,Brooklyn,South Slope
278,114229,Tony,2019-06-08,211,"Manhattan, Lower East Side",Lower East Side 2 Bedroom Apt,entire home/apt,Manhattan,Lower East Side
279,115535,Jane,2019-06-01,65,"Manhattan, Harlem",Sun-Drenched Hamilton Hts Jewel,private room,Manhattan,Harlem
280,115678,Will,2019-06-23,99,"Manhattan, Harlem",Your Stunning Vacation Apartment!,entire home/apt,Manhattan,Harlem
281,115748,Lilly,2019-06-16,110,"Queens, Astoria",1 BDRM Apt-Weekend Sublease,entire home/apt,Queens,Astoria
282,116940,Marylyn,2019-06-24,80,"Brooklyn, Crown Heights",ROOM WITH A  KITCHENETTE,entire home/apt,Brooklyn,Crown Heights
283,118061,Roberta,2019-06-28,110,"Brooklyn, Bedford-Stuyvesant",Style in Stuyvesant Heights,entire home/apt,Brooklyn,Bedford-Stuyvesant
284,118430,Paul,2019-01-03,290,"Manhattan, Chelsea",Heart of Meatpacking & Chelsea,private room,Manhattan,Chelsea
285,120362,Itamar,2019-07-02,190,"Brooklyn, Williamsburg",Williamsburg apartment right by the subway,entire home/apt,Brooklyn,Williamsburg
286,121687,Vikram,2019-06-23,200,"Brooklyn, Williamsburg",Spacious Brooklyn Loft - 2 Bedroom,entire home/apt,Brooklyn,Williamsburg
287,123784,Christopher,2019-06-16,110,"Manhattan, Harlem",NYC Studio for Rent in Townhouse,entire home/apt,Manhattan,Harlem
288,125053,Justin,2019-07-01,395,"Manhattan, East Village",‚ö°Quiet Gem w/roof deck on NY's Hottest Street‚ö°,entire home/apt,Manhattan,East Village
289,125163,Rodney,2019-06-03,99,"Brooklyn, Bedford-Stuyvesant",Authentic New York City Living,private room,Brooklyn,Bedford-Stuyvesant
290,125594,Antonín,2019-05-19,39,"Brooklyn, Kensington",SUPER BIG AND COZY PRIVATE BEDROOM,private room,Brooklyn,Kensington
291,126443,Seith,2019-07-07,189,"Manhattan, East Village",‚òÜMassive DUPLEX‚òÜ 2BR & 2BTH East Village 9+ Guests,entire home/apt,Manhattan,East Village
292,128975,Wayne,2019-06-13,122,"Manhattan, Harlem",City Room - Street View Apt,entire home/apt,Manhattan,Harlem
293,131154,Lauren,2019-07-07,165,"Brooklyn, Greenpoint",Cozy and Bright One Bedroom in BK,entire home/apt,Brooklyn,Greenpoint
294,132516,Jean,2019-07-01,97,"Queens, Forest Hills",Forest Hills Apt minutes to midtown Manhattan,entire home/apt,Queens,Forest Hills
295,133025,Tracy,2019-06-06,130,"Manhattan, Murray Hill",Midtown cozy convenient,private room,Manhattan,Murray Hill
296,134934,Giovanni,2019-05-30,225,"Brooklyn, Williamsburg",Prime Williamsburg Apartment,entire home/apt,Brooklyn,Williamsburg
297,135393,Karen,2019-06-24,50,"Brooklyn, East Flatbush","Private, spacious room in Brooklyn",private room,Brooklyn,East Flatbush
298,135465,Christopher,2019-06-20,170,"Brooklyn, Fort Greene",Garden apartment close to Manhattan,entire home/apt,Brooklyn,Fort Greene
299,136493,Irena,2019-05-27,250,"Brooklyn, Park Slope",Stunning arty 3200sf 3FLR+3BR townhome w/terrace,entire home/apt,Brooklyn,Park Slope
300,139624,Jessica,2019-01-31,64,"Brooklyn, Crown Heights","Spacious,Sunny, private one bedroom",entire home/apt,Brooklyn,Crown Heights
301,140133,Daniel,2019-07-05,249,"Brooklyn, Williamsburg",Truly Amazing Oasis In The City,entire home/apt,Brooklyn,Williamsburg
302,140973,Dave,2019-05-26,185,"Manhattan, East Village","East Village, King-Sized, Charmer",entire home/apt,Manhattan,East Village
303,141154,Mark,2019-06-22,120,"Brooklyn, Boerum Hill",Affordable Furnished Apartment,entire home/apt,Brooklyn,Boerum Hill
304,141984,Vanessa,2019-06-10,175,"Manhattan, Nolita",Charming Nolita Apartment!!,entire home/apt,Manhattan,Nolita
305,144087,Rinaldo,2019-05-18,259,"Manhattan, Harlem",LUXURY OF THE HORIZON,entire home/apt,Manhattan,Harlem
306,146754,Meighan,2019-04-27,250,"Brooklyn, Windsor Terrace",Three-bedroom house in a quiet neighborhood,entire home/apt,Brooklyn,Windsor Terrace
307,147586,Julie,2019-06-16,295,"Manhattan, Harlem",Beautiful Duplex w/Private Garden,entire home/apt,Manhattan,Harlem
308,148259,Mihalis,2019-05-11,451,"Brooklyn, Williamsburg",Garage Designer Loft,entire home/apt,Brooklyn,Williamsburg
309,148825,B.,2019-06-29,165,"Manhattan, Upper West Side",Best City Area Columbia U Upper West Side C Park,entire home/apt,Manhattan,Upper West Side
310,149777,"Dee, Dre & Mama Shelley",2019-06-23,77,"Bronx, Woodlawn",Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,entire home/apt,Bronx,Woodlawn
311,150804,Peter,2019-07-06,250,"Manhattan, Lower East Side",Lower East Side 2 Bed Apt.,entire home/apt,Manhattan,Lower East Side
312,151199,Gladys & Bob,2019-07-03,129,"Queens, Astoria",Astoria-Private Home NYC-,entire home/apt,Queens,Astoria
313,152078,Ewelina,2019-02-12,95,"Manhattan, East Village",CHARMING PRIVATE BEDROOM EAST VILLAGE,private room,Manhattan,East Village
314,152259,Wayne,2019-05-28,55,"Manhattan, Harlem",City Room - Semi Private Bedroom,private room,Manhattan,Harlem
315,152263,William,2019-07-06,300,"Manhattan, Harlem",Cozy apartment in a brownstone,entire home/apt,Manhattan,Harlem
316,153405,Pat,2019-06-16,125,"Brooklyn, Greenpoint",Greenpoint Spacious Loft,entire home/apt,Brooklyn,Greenpoint
317,153780,Donna,2019-06-28,175,"Manhattan, East Village",Private E. Village Townhouse Stay,private room,Manhattan,East Village
318,155296,Meredith,2019-05-02,255,"Brooklyn, Williamsburg",Incredible Prime Williamsburg Loft!,entire home/apt,Brooklyn,Williamsburg
319,157673,Tokunbo,2019-06-16,72,"Brooklyn, Bedford-Stuyvesant",Large  Loft Style  Studio  Space,entire home/apt,Brooklyn,Bedford-Stuyvesant
320,158176,Laura,2019-06-29,165,"Brooklyn, Williamsburg",Entire Apt in Heart of Williamsburg,entire home/apt,Brooklyn,Williamsburg
321,158290,Pepe,2019-05-20,75,"Brooklyn, Clinton Hill",Clinton Hill + Free Coffee = #smile,private room,Brooklyn,Clinton Hill
322,158955,Amia,2019-06-29,139,"Brooklyn, Williamsburg",PRIVATE and SUNNY Williamsburg Apt!,entire home/apt,Brooklyn,Williamsburg
323,159749,JT And Tiziana,2019-07-01,88,"Brooklyn, Bedford-Stuyvesant",Purple Room for 2/3 in brownstone $1450 per month,private room,Brooklyn,Bedford-Stuyvesant
324,159815,JT And Tiziana,2019-06-24,80,"Brooklyn, Bedford-Stuyvesant",Red Room for two in Brownstone for $1355/mo,private room,Brooklyn,Bedford-Stuyvesant
325,159913,Kaye,2019-07-03,150,"Manhattan, Chelsea","Chelsea living, 2BR best location",private room,Manhattan,Chelsea
326,160609,Ligia,2019-01-01,200,"Manhattan, Upper West Side",LOCATION LOCATION LOCATION UWS 60's,entire home/apt,Manhattan,Upper West Side
327,160994,James,2019-06-24,200,"Manhattan, East Village",In the heart of East Village,entire home/apt,Manhattan,East Village
328,161366,Lucy,2019-06-01,42,"Queens, Sunnyside",Sunny 15min to Manhattan LADY only,private room,Queens,Sunnyside
329,161996,"Robert ""Bob""",2019-06-26,295,"Manhattan, Harlem",Manhattan Penthouse-Max.12 guests,entire home/apt,Manhattan,Harlem
330,162508,Placid,2019-06-28,130,"Brooklyn, Crown Heights",Beautiful Brooklyn Oasis,entire home/apt,Brooklyn,Crown Heights
331,163809,Jorin,2019-06-03,198,"Manhattan, Harlem",Cool & Spacious Harlem Artist Flat,entire home/apt,Manhattan,Harlem
332,163814,Seith,2019-07-05,99,"Manhattan, East Village",‚òÜ STUDIO East Village ‚òÜ Own bath! ‚òÜ Sleeps 4 ‚òÜ,entire home/apt,Manhattan,East Village
333,163836,Andrea,2019-06-08,46,"Brooklyn, Greenpoint",Greenpoint Loft / Le Chez Andrea,private room,Brooklyn,Greenpoint
334,164989,Jade,2019-06-16,140,"Manhattan, SoHo","*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",private room,Manhattan,SoHo
335,165461,Rahul,2019-01-01,75,"Manhattan, Morningside Heights",Couldn't Be Closer To Columbia Uni2,private room,Manhattan,Morningside Heights
336,165824,Lucy,2019-05-01,33,"Queens, Sunnyside",Lady only Curtain-divided room,private room,Queens,Sunnyside
337,166172,Wanda,2019-07-07,60,"Brooklyn, Bushwick",LG Private Room/Family Friendly,private room,Brooklyn,Bushwick
338,166541,Yvette,2019-06-15,75,"Manhattan, Washington Heights",Spacious Quiet rm - 20mins to Midtown,private room,Manhattan,Washington Heights
339,167482,Barbara,2019-06-07,185,"Manhattan, Upper West Side",Charming upper west side apartment,entire home/apt,Manhattan,Upper West Side
340,168084,Chris,2019-06-30,190,"Manhattan, East Village",Light-filled East Village Delight,entire home/apt,Manhattan,East Village
341,168123,Sara,2019-07-01,105,"Brooklyn, South Slope","Sunny, quiet, legal homelike suite-Pk Slope South",entire home/apt,Brooklyn,South Slope
342,169002,Alec,2019-06-16,65,"Manhattan, Harlem",Modern Space in Charming Pre-war,private room,Manhattan,Harlem
343,169306,Vanessa,2019-05-21,37,"Bronx, University Heights",Affordable & Cozy,private room,Bronx,University Heights
344,169464,Ali & SweetPea,2019-05-16,85,"Brooklyn, Williamsburg",Creative Vintage Loft in S. Williamsburg,entire home/apt,Brooklyn,Williamsburg
345,170761,Doug,2019-07-02,85,"Brooklyn, Fort Greene","Fort Greene, Brooklyn: Front Bedroom",private room,Brooklyn,Fort Greene
346,173072,Lewis,2019-07-06,49,"Manhattan, Harlem",Cozy Pre-War Harlem Apartment,shared room,Manhattan,Harlem
347,173151,Jane,2019-06-24,91,"Brooklyn, Greenpoint",spacious studio,private room,Brooklyn,Greenpoint
