id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
1195,Saturday,SOUTHWEST,DEST_195,East US,Hub     ,Gates 20-39,2018-12-31,587.0,Somewhat clean,Somewhat unsafe,Neutral
1196,Monday,DELTA,DEST_196,eur,    Large,Gates 91-102,2018-12-31,453.7,Somewhat dirty,Somewhat safe,Somewhat satisfied
1197,Monday,UNITED INTL,DEST_197,Europe,    Small,Gates 70-90,2018-12-31,53.5,Somewhat dirty,Somewhat unsafe,Neutral
1198,Friday,DELTA,DEST_198,West US,    Medium,Gates 20-39,2018-12-31,64.0,Dirty,Somewhat safe,Somewhat unsatisfied
1199,Wednesday,DELTA,DEST_199,Asia,    Large,Gates 50-59,2018-12-31,476.8,Average,Very safe,Somewhat unsatisfied
1200,Tuesday,SOUTHWEST,DEST_200,eur,Medium     ,Gates 40-48,2018-12-31,75.8,Unacceptable,Very safe,Very satisfied
1201,Wednesday,ALASKA,DEST_201,Australia/New Zealand,Medium,Gates 70-90,2018-12-31,377.4,Clean,Very unsafe,Somewhat unsatisfied
1202,Wednesday,JETBLUE,DEST_202,Central/South America,Small     ,Gates 50-59,2018-12-31,347.1,Somewhat clean,Very unsafe,Somewhat satisfied
1203,Tuesday,JETBLUE,DEST_203,eur,Hub     ,Gates 40-48,2018-12-31,338.4,Average,Somewhat safe,Somewhat unsatisfied
1204,Tuesday,AMERICAN,DEST_204,Asia,Medium,Gates 50-59,2018-12-31,383.0,Dirty,Neutral,Neutral
1205,Tuesday,UNITED,DEST_205,Middle East,Small,Gates 70-90,2018-12-31,438.2,Unacceptable,Neutral,Very unsatisfied
1206,Tuesday,SOUTHWEST,DEST_206,EAST US,    Medium,Gates 50-59,2018-12-31,65.3,Average,Somewhat safe,Very unsatisfied
1207,Sunday,SOUTHWEST,DEST_207,Midwest US,Medium     ,Gates 40-48,2018-12-31,469.9,Average,Neutral,Very satisfied
1208,Wednesday,JETBLUE,DEST_208,EAST US,Small,Gates 50-59,2018-12-31,474.9,Dirty,Very unsafe,Very satisfied
1209,Friday,CHINA EASTERN,DEST_209,Asia,Small,Gates 50-59,2018-12-31,265.5,Somewhat dirty,Very unsafe,Somewhat satisfied
1210,Sunday,ALASKA,DEST_210,EAST US,Large,Gates 50-59,2018-12-31,161.3,Average,Somewhat safe,Neutral
1211,Sunday,JETBLUE,DEST_211,Europe,Small,Gates 1-12,2018-12-31,417.0,Somewhat dirty,Very safe,Neutral
1212,Sunday,AMERICAN,DEST_212,Asia,    Small,Gates 91-102,2018-12-31,251.2,Clean,Somewhat safe,Very unsatisfied
1213,Friday,ALASKA,DEST_213,Central/South America,Large     ,Gates 1-12,2018-12-31,44.1,Average,Very unsafe,Somewhat unsatisfied
1214,Thursday,SOUTHWEST,DEST_214,Europe,Small     ,Gates 91-102,2018-12-31,418.8,Somewhat clean,Very safe,Somewhat unsatisfied
1215,Sunday,JETBLUE,DEST_215,Canada/Mexico,    Medium,Gates 20-39,2018-12-31,475.2,Average,Somewhat safe,Somewhat unsatisfied
1216,Wednesday,UNITED,DEST_216,Australia/New Zealand,    Large,Gates 1-12,2018-12-31,50.6,Somewhat dirty,Neutral,Somewhat satisfied
1217,Tuesday,UNITED INTL,DEST_217,eur,Large     ,Gates 20-39,2018-12-31,199.9,Dirty,Very safe,Very unsatisfied
1218,Saturday,JETBLUE,DEST_218,Midwest US,    Small,Gates 40-48,2018-12-31,93.7,Clean,Neutral,Very unsatisfied
1219,Thursday,DELTA,DEST_219,eur,    Small,Gates 50-59,2018-12-31,146.7,Clean,Somewhat unsafe,Somewhat satisfied
1220,Tuesday,UNITED,DEST_220,Europe,Medium     ,Gates 20-39,2018-12-31,226.0,Clean,Neutral,Somewhat satisfied
1221,Sunday,AMERICAN,DEST_221,Midwest US,Hub     ,Gates 50-59,2018-12-31,121.2,Unacceptable,Somewhat unsafe,Somewhat satisfied
1222,Tuesday,CHINA EASTERN,DEST_222,Middle East,    Hub,Gates 1-12,2018-12-31,375.6,Somewhat dirty,Very unsafe,Very satisfied
1223,Sunday,UNITED,DEST_223,EAST US,Small,Gates 70-90,2018-12-31,294.9,Dirty,Somewhat unsafe,Very satisfied
1224,Sunday,UNITED,DEST_224,Europe,Large     ,Gates 91-102,2018-12-31,47.1,Somewhat clean,Somewhat safe,Somewhat satisfied
1225,Sunday,DELTA,DEST_225,Midwest US,Small     ,Gates 70-90,2018-12-31,58.1,Clean,Somewhat safe,Somewhat unsatisfied
1226,Saturday,CHINA EASTERN,DEST_226,eur,    Hub,Gates 1-12,2018-12-31,403.4,Dirty,Somewhat unsafe,Somewhat satisfied
1227,Tuesday,AMERICAN,DEST_227,middle east,    Hub,Gates 50-59,2018-12-31,330.3,Clean,Somewhat unsafe,Very unsatisfied
1228,Thursday,UNITED,DEST_228,eur,    Large,Gates 70-90,2018-12-31,233.8,Somewhat dirty,Somewhat safe,Very unsatisfied
1229,Wednesday,JETBLUE,DEST_229,Europe,    Large,Gates 1-12,2018-12-31,183.2,Average,Very safe,Very unsatisfied
1230,Sunday,JETBLUE,DEST_230,Middle East,Hub     ,Gates 70-90,2018-12-31,531.7,Clean,Very unsafe,Very satisfied
1231,Tuesday,UNITED INTL,DEST_231,Canada/Mexico,    Large,Gates 91-102,2018-12-31,340.1,Average,Very safe,Very satisfied
1232,Tuesday,ALASKA,DEST_232,EAST US,Hub,Gates 50-59,2018-12-31,567.3,Average,Very safe,Very satisfied
1233,Thursday,CHINA EASTERN,DEST_233,EAST US,    Small,Gates 70-90,2018-12-31,294.0,Clean,Somewhat unsafe,Neutral
1234,Wednesday,SOUTHWEST,DEST_234,Asia,Small     ,Gates 91-102,2018-12-31,409.9,Somewhat clean,Very unsafe,Somewhat satisfied
1235,Sunday,AMERICAN,DEST_235,EAST US,Hub     ,Gates 40-48,2018-12-31,336.7,Average,Somewhat safe,Neutral
1236,Wednesday,UNITED INTL,DEST_236,Asia,    Hub,Gates 1-12,2018-12-31,66.3,Somewhat dirty,Neutral,Somewhat unsatisfied
1237,Saturday,ALASKA,DEST_237,East US,Large,Gates 20-39,2018-12-31,428.1,Dirty,Somewhat safe,Somewhat unsatisfied
1238,Tuesday,DELTA,DEST_238,East US,    Large,Gates 20-39,2018-12-31,540.0,Somewhat clean,Somewhat safe,Somewhat satisfied
1239,Wednesday,JETBLUE,DEST_239,Australia/New Zealand,    Small,Gates 91-102,2018-12-31,189.9,Dirty,Neutral,Very satisfied
1240,Sunday,UNITED INTL,DEST_240,Central/South America,Small     ,Gates 91-102,2018-12-31,84.7,Dirty,Neutral,Very satisfied
1241,Thursday,SOUTHWEST,DEST_241,Canada/Mexico,    Medium,Gates 20-39,2018-12-31,128.2,Somewhat clean,Somewhat safe,Somewhat unsatisfied
1242,Saturday,AMERICAN,DEST_242,Asia,    Medium,Gates 91-102,2018-12-31,85.9,Clean,Very safe,Very satisfied
1243,Tuesday,JETBLUE,DEST_243,EAST US,Medium,Gates 70-90,2018-12-31,149.5,Average,Very unsafe,Somewhat unsatisfied
1244,Tuesday,UNITED INTL,DEST_244,Asia,Small     ,Gates 40-48,2018-12-31,480.3,Average,Somewhat unsafe,Somewhat satisfied
1245,Sunday,ALASKA,DEST_245,eur,Large     ,Gates 50-59,2018-12-31,524.8,Somewhat dirty,Very unsafe,Very satisfied
1246,Friday,UNITED INTL,DEST_246,East US,    Hub,Gates 91-102,2018-12-31,272.8,Somewhat dirty,Very safe,Very unsatisfied
1247,Saturday,AMERICAN,DEST_247,Asia,Large     ,Gates 70-90,2018-12-31,585.0,Average,Somewhat unsafe,Very satisfied
1248,Sunday,JETBLUE,DEST_248,West US,Small,Gates 50-59,2018-12-31,399.8,Somewhat clean,Neutral,Very satisfied
1249,Monday,UNITED INTL,DEST_249,East US,Hub     ,Gates 40-48,2018-12-31,349.2,Somewhat dirty,Somewhat unsafe,Very unsatisfied
1250,Wednesday,SOUTHWEST,DEST_250,Asia,Small,Gates 40-48,2018-12-31,440.3,Somewhat clean,Very safe,Very unsatisfied
1251,Friday,JETBLUE,DEST_251,East US,Large     ,Gates 91-102,2018-12-31,458.2,Unacceptable,Very unsafe,Somewhat unsatisfied
1252,Saturday,CHINA EASTERN,DEST_252,Asia,Large,Gates 91-102,2018-12-31,279.9,Somewhat dirty,Very safe,Somewhat satisfied
1253,Monday,JETBLUE,DEST_253,EAST US,    Small,Gates 20-39,2018-12-31,192.3,Clean,Somewhat unsafe,Somewhat unsatisfied
1254,Tuesday,DELTA,DEST_254,West US,    Large,Gates 91-102,2018-12-31,149.9,Unacceptable,Somewhat safe,Very unsatisfied
1255,Sunday,AMERICAN,DEST_255,Canada/Mexico,Hub     ,Gates 20-39,2018-12-31,192.4,Dirty,Somewhat safe,Very satisfied
1256,Sunday,AMERICAN,DEST_256,Central/South America,Medium     ,Gates 20-39,2018-12-31,469.2,Somewhat dirty,Very unsafe,Somewhat unsatisfied
1257,Tuesday,ALASKA,DEST_257,Midwest US,Small,Gates 1-12,2018-12-31,472.5,Dirty,Neutral,Somewhat unsatisfied
1258,Saturday,SOUTHWEST,DEST_258,middle east,Hub,Gates 91-102,2018-12-31,367.5,Somewhat clean,Very unsafe,Very satisfied
1259,Friday,AMERICAN,DEST_259,Australia/New Zealand,Hub     ,Gates 20-39,2018-12-31,252.4,Somewhat clean,Very safe,Very satisfied
1260,Wednesday,UNITED,DEST_260,Asia,    Hub,Gates 40-48,2018-12-31,474.0,Somewhat dirty,Very unsafe,Very unsatisfied
1261,Tuesday,UNITED,DEST_261,Australia/New Zealand,    Large,Gates 70-90,2018-12-31,550.8,Somewhat dirty,Somewhat unsafe,Very satisfied
1262,Monday,DELTA,DEST_262,Canada/Mexico,Large,Gates 70-90,2018-12-31,222.7,Somewhat clean,Somewhat unsafe,Very satisfied
1263,Monday,UNITED,DEST_263,Asia,Medium,Gates 70-90,2018-12-31,416.4,Somewhat dirty,Very safe,Somewhat unsatisfied
1264,Friday,AMERICAN,DEST_264,EAST US,Large,Gates 1-12,2018-12-31,484.3,Unacceptable,Neutral,Neutral
1265,Wednesday,ALASKA,DEST_265,Europe,    Large,Gates 20-39,2018-12-31,313.1,Dirty,Very safe,Somewhat satisfied
1266,Thursday,SOUTHWEST,DEST_266,EAST US,    Large,Gates 70-90,2018-12-31,113.6,Clean,Somewhat safe,Somewhat unsatisfied
1267,Saturday,ALASKA,DEST_267,West US,    Hub,Gates 1-12,2018-12-31,315.8,Dirty,Neutral,Neutral
1268,Monday,DELTA,DEST_268,EAST US,    Small,Gates 20-39,2018-12-31,505.1,Unacceptable,Somewhat unsafe,Very unsatisfied
1269,Saturday,CHINA EASTERN,DEST_269,middle east,    Small,Gates 70-90,2018-12-31,236.2,Dirty,Very safe,Very unsatisfied
1270,Monday,DELTA,DEST_270,Asia,    Hub,Gates 50-59,2018-12-31,100.9,Clean,Somewhat safe,Somewhat unsatisfied
1271,Monday,UNITED,DEST_271,Central/South America,Small,Gates 70-90,2018-12-31,230.2,Somewhat dirty,Very unsafe,Very satisfied
1272,Wednesday,UNITED INTL,DEST_272,Middle East,Hub     ,Gates 50-59,2018-12-31,307.5,Dirty,Neutral,Very satisfied
1273,Tuesday,JETBLUE,DEST_273,Central/South America,Small     ,Gates 91-102,2018-12-31,473.7,Dirty,Somewhat safe,Somewhat unsatisfied
1274,Sunday,AMERICAN,DEST_274,Central/South America,    Medium,Gates 20-39,2018-12-31,259.6,Dirty,Neutral,Very unsatisfied
1275,Tuesday,UNITED,DEST_275,Asia,    Medium,Gates 70-90,2018-12-31,503.7,Clean,Somewhat unsafe,Somewhat satisfied
1276,Friday,ALASKA,DEST_276,eur,    Medium,Gates 70-90,2018-12-31,537.2,Dirty,Somewhat unsafe,Very unsatisfied
1277,Friday,DELTA,DEST_277,West US,Large,Gates 50-59,2018-12-31,131.1,Somewhat dirty,Somewhat unsafe,Very satisfied
1278,Monday,DELTA,DEST_278,West US,Large     ,Gates 1-12,2018-12-31,440.9,Somewhat dirty,Neutral,Very satisfied
1279,Sunday,JETBLUE,DEST_279,EAST US,    Large,Gates 91-102,2018-12-31,382.5,Somewhat dirty,Somewhat unsafe,Neutral
1280,Thursday,ALASKA,DEST_280,West US,    Small,Gates 70-90,2018-12-31,273.3,Somewhat dirty,Very safe,Very unsatisfied
1281,Friday,UNITED INTL,DEST_281,Europe,Large,Gates 91-102,2018-12-31,483.9,Somewhat dirty,Very unsafe,Very satisfied
1282,Saturday,AMERICAN,DEST_282,Central/South America,Hub     ,Gates 91-102,2018-12-31,352.0,Somewhat dirty,Neutral,Somewhat satisfied
1283,Wednesday,CHINA EASTERN,DEST_283,Central/South America,    Large,Gates 91-102,2018-12-31,433.9,Unacceptable,Very safe,Somewhat satisfied
1284,Friday,JETBLUE,DEST_284,Asia,    Small,Gates 91-102,2018-12-31,274.6,Unacceptable,Very unsafe,Very satisfied
1285,Thursday,DELTA,DEST_285,Asia,    Large,Gates 70-90,2018-12-31,325.7,Somewhat clean,Very safe,Neutral
1286,Thursday,UNITED INTL,DEST_286,Midwest US,Large     ,Gates 91-102,2018-12-31,385.5,Somewhat clean,Very safe,Very satisfied
1287,Sunday,DELTA,DEST_287,Canada/Mexico,Small     ,Gates 91-102,2018-12-31,376.3,Average,Somewhat unsafe,Very unsatisfied
1288,Sunday,ALASKA,DEST_288,Australia/New Zealand,Large,Gates 40-48,2018-12-31,416.5,Somewhat dirty,Neutral,Neutral
1289,Monday,JETBLUE,DEST_289,middle east,Small,Gates 70-90,2018-12-31,205.0,Unacceptable,Neutral,Very unsatisfied
1290,Thursday,ALASKA,DEST_290,Midwest US,    Medium,Gates 50-59,2018-12-31,144.4,Somewhat clean,Very safe,Very satisfied
1291,Tuesday,JETBLUE,DEST_291,West US,Hub     ,Gates 40-48,2018-12-31,119.6,Somewhat clean,Somewhat unsafe,Very satisfied
1292,Saturday,AMERICAN,DEST_292,Europe,Hub,Gates 70-90,2018-12-31,493.8,Unacceptable,Somewhat safe,Somewhat satisfied
1293,Sunday,DELTA,DEST_293,Europe,Large,Gates 70-90,2018-12-31,143.5,Unacceptable,Very safe,Very unsatisfied
1294,Monday,JETBLUE,DEST_294,EAST US,Medium     ,Gates 1-12,2018-12-31,315.6,Unacceptable,Neutral,Somewhat unsatisfied
1295,Sunday,AMERICAN,DEST_295,Europe,Large     ,Gates 91-102,2018-12-31,562.8,Somewhat clean,Very safe,Very satisfied
1296,Wednesday,UNITED,DEST_296,eur,Large,Gates 50-59,2018-12-31,570.3,Somewhat dirty,Somewhat safe,Somewhat satisfied
1297,Thursday,JETBLUE,DEST_297,EAST US,Hub,Gates 70-90,2018-12-31,456.7,Dirty,Somewhat unsafe,Neutral
1298,Tuesday,JETBLUE,DEST_298,Asia,    Large,Gates 91-102,2018-12-31,426.0,Clean,Somewhat unsafe,Somewhat satisfied
1299,Thursday,SOUTHWEST,DEST_299,Canada/Mexico,Large     ,Gates 70-90,2018-12-31,210.5,Unacceptable,Somewhat unsafe,Somewhat satisfied
1300,Wednesday,UNITED,DEST_300,Midwest US,Large,Gates 40-48,2018-12-31,245.7,Dirty,Neutral,Somewhat satisfied
1301,Thursday,ALASKA,DEST_301,East US,    Small,Gates 50-59,2018-12-31,79.0,Unacceptable,Neutral,Very unsatisfied
1302,Thursday,UNITED,DEST_302,Europe,Large,Gates 40-48,2018-12-31,487.0,Dirty,Somewhat safe,Neutral
1303,Wednesday,CHINA EASTERN,DEST_303,Midwest US,Large     ,Gates 1-12,2018-12-31,492.0,Average,Very unsafe,Neutral
1304,Monday,UNITED,DEST_304,middle east,Hub     ,Gates 40-48,2018-12-31,195.9,Clean,Very safe,Neutral
1305,Tuesday,UNITED,DEST_305,Midwest US,Hub,Gates 1-12,2018-12-31,506.9,Unacceptable,Neutral,Neutral
1306,Thursday,AMERICAN,DEST_306,Asia,Small,Gates 50-59,2018-12-31,195.0,Clean,Neutral,Neutral
1307,Tuesday,JETBLUE,DEST_307,East US,    Hub,Gates 1-12,2018-12-31,259.8,Unacceptable,Very unsafe,Somewhat satisfied
1308,Thursday,SOUTHWEST,DEST_308,Midwest US,    Medium,Gates 20-39,2018-12-31,410.7,Dirty,Somewhat unsafe,Somewhat satisfied
1309,Wednesday,AMERICAN,DEST_309,Midwest US,Small,Gates 50-59,2018-12-31,113.8,Somewhat dirty,Somewhat unsafe,Somewhat unsatisfied
1310,Saturday,JETBLUE,DEST_310,Asia,Small     ,Gates 1-12,2018-12-31,490.1,Dirty,Very unsafe,Somewhat satisfied
1311,Sunday,DELTA,DEST_311,East US,    Medium,Gates 70-90,2018-12-31,333.2,Unacceptable,Neutral,Somewhat unsatisfied
1312,Thursday,DELTA,DEST_312,Midwest US,    Medium,Gates 20-39,2018-12-31,341.1,Average,Somewhat unsafe,Very unsatisfied
1313,Sunday,DELTA,DEST_313,Middle East,Hub,Gates 1-12,2018-12-31,302.5,Unacceptable,Very safe,Very satisfied
1314,Thursday,UNITED INTL,DEST_314,Australia/New Zealand,Small,Gates 50-59,2018-12-31,369.3,Clean,Very unsafe,Somewhat unsatisfied
1315,Saturday,ALASKA,DEST_315,Canada/Mexico,    Small,Gates 40-48,2018-12-31,593.1,Clean,Neutral,Very unsatisfied
1316,Friday,UNITED,DEST_316,Midwest US,Hub,Gates 1-12,2018-12-31,142.8,Somewhat dirty,Very safe,Somewhat unsatisfied
1317,Monday,JETBLUE,DEST_317,Central/South America,    Medium,Gates 91-102,2018-12-31,187.7,Unacceptable,Very unsafe,Neutral
1318,Saturday,UNITED,DEST_318,Central/South America,    Hub,Gates 70-90,2018-12-31,447.8,Average,Somewhat unsafe,Somewhat unsatisfied
1319,Saturday,UNITED INTL,DEST_319,middle east,    Large,Gates 91-102,2018-12-31,250.1,Unacceptable,Very safe,Very satisfied
1320,Saturday,UNITED,DEST_320,Australia/New Zealand,Large,Gates 91-102,2018-12-31,153.4,Average,Somewhat safe,Somewhat satisfied
1321,Saturday,ALASKA,DEST_321,Australia/New Zealand,    Medium,Gates 70-90,2018-12-31,214.3,Somewhat dirty,Very unsafe,Very satisfied
1322,Wednesday,AMERICAN,DEST_322,Australia/New Zealand,    Medium,Gates 1-12,2018-12-31,208.7,Average,Very unsafe,Very unsatisfied
1323,Monday,UNITED INTL,DEST_323,West US,Large     ,Gates 91-102,2018-12-31,204.0,Unacceptable,Very unsafe,Very unsatisfied
1324,Thursday,JETBLUE,DEST_324,Midwest US,Small,Gates 70-90,2018-12-31,365.7,Dirty,Somewhat safe,Neutral
1325,Monday,UNITED INTL,DEST_325,middle east,    Hub,Gates 1-12,2018-12-31,169.7,Average,Very safe,Somewhat satisfied
1326,Thursday,AMERICAN,DEST_326,Europe,    Hub,Gates 1-12,2018-12-31,134.0,Somewhat clean,Very safe,Very unsatisfied
1327,Sunday,CHINA EASTERN,DEST_327,EAST US,Large,Gates 20-39,2018-12-31,549.1,Clean,Very unsafe,Very unsatisfied
1328,Thursday,AMERICAN,DEST_328,West US,    Hub,Gates 50-59,2018-12-31,133.3,Dirty,Very unsafe,Very satisfied
1329,Sunday,CHINA EASTERN,DEST_329,middle east,    Small,Gates 91-102,2018-12-31,436.6,Somewhat clean,Very safe,Very unsatisfied
1330,Thursday,CHINA EASTERN,DEST_330,eur,Large,Gates 91-102,2018-12-31,272.8,Unacceptable,Somewhat safe,Somewhat unsatisfied
1331,Friday,UNITED,DEST_331,Middle East,Small     ,Gates 1-12,2018-12-31,597.9,Clean,Somewhat safe,Somewhat unsatisfied
1332,Sunday,ALASKA,DEST_332,Europe,Medium,Gates 1-12,2018-12-31,465.9,Clean,Very safe,Very satisfied
1333,Friday,ALASKA,DEST_333,Central/South America,Small     ,Gates 1-12,2018-12-31,95.9,Average,Somewhat unsafe,Neutral
1334,Monday,SOUTHWEST,DEST_334,middle east,Hub     ,Gates 50-59,2018-12-31,498.3,Average,Somewhat unsafe,Somewhat unsatisfied
1335,Monday,AMERICAN,DEST_335,Asia,    Hub,Gates 20-39,2018-12-31,568.1,Clean,Somewhat safe,Very unsatisfied
1336,Monday,JETBLUE,DEST_336,EAST US,Medium     ,Gates 1-12,2018-12-31,150.8,Dirty,Neutral,Very unsatisfied
1337,Sunday,AMERICAN,DEST_337,Europe,Small     ,Gates 91-102,2018-12-31,374.7,Somewhat dirty,Somewhat safe,Very satisfied
1338,Wednesday,SOUTHWEST,DEST_338,Midwest US,Hub,Gates 20-39,2018-12-31,159.9,Dirty,Neutral,Very unsatisfied
1339,Saturday,DELTA,DEST_339,Midwest US,Hub,Gates 20-39,2018-12-31,486.8,Somewhat clean,Very unsafe,Neutral
1340,Tuesday,SOUTHWEST,DEST_340,Canada/Mexico,    Hub,Gates 50-59,2018-12-31,123.1,Somewhat clean,Neutral,Somewhat satisfied
1341,Friday,UNITED,DEST_341,Midwest US,Large,Gates 40-48,2018-12-31,105.1,Somewhat dirty,Very unsafe,Very unsatisfied
1342,Thursday,DELTA,DEST_342,Middle East,    Large,Gates 40-48,2018-12-31,418.8,Somewhat dirty,Somewhat unsafe,Somewhat satisfied
1343,Thursday,JETBLUE,DEST_343,Central/South America,    Hub,Gates 40-48,2018-12-31,396.6,Somewhat clean,Somewhat unsafe,Neutral
1344,Monday,AMERICAN,DEST_344,Central/South America,Hub,Gates 1-12,2018-12-31,451.4,Dirty,Somewhat safe,Very unsatisfied
1345,Wednesday,DELTA,DEST_345,Canada/Mexico,Medium,Gates 91-102,2018-12-31,32.5,Somewhat dirty,Neutral,Very unsatisfied
1346,Sunday,SOUTHWEST,DEST_346,Canada/Mexico,    Small,Gates 70-90,2018-12-31,69.7,Average,Somewhat unsafe,Somewhat satisfied
1347,Wednesday,CHINA EASTERN,DEST_347,eur,    Large,Gates 70-90,2018-12-31,497.9,Somewhat clean,Very safe,Very satisfied
1348,Tuesday,JETBLUE,DEST_348,East US,    Hub,Gates 91-102,2018-12-31,111.8,Clean,Very unsafe,Very satisfied
1349,Tuesday,UNITED,DEST_349,EAST US,Small     ,Gates 70-90,2018-12-31,209.4,Somewhat clean,Somewhat unsafe,Very unsatisfied
1350,Saturday,ALASKA,DEST_350,Midwest US,Small,Gates 20-39,2018-12-31,68.1,Clean,Very unsafe,Very unsatisfied
1351,Tuesday,AMERICAN,DEST_351,Middle East,    Hub,Gates 50-59,2018-12-31,100.5,Unacceptable,Very unsafe,Somewhat unsatisfied
1352,Sunday,ALASKA,DEST_352,Central/South America,    Medium,Gates 1-12,2018-12-31,404.3,Somewhat clean,Very unsafe,Somewhat satisfied
1353,Saturday,ALASKA,DEST_353,Asia,Small     ,Gates 91-102,2018-12-31,166.4,Average,Very safe,Neutral
1354,Thursday,UNITED INTL,DEST_354,Australia/New Zealand,    Hub,Gates 70-90,2018-12-31,105.4,Unacceptable,Very safe,Very satisfied
1355,Tuesday,CHINA EASTERN,DEST_355,Canada/Mexico,    Large,Gates 40-48,2018-12-31,252.9,Dirty,Somewhat unsafe,Somewhat unsatisfied
1356,Friday,DELTA,DEST_356,EAST US,    Large,Gates 50-59,2018-12-31,511.2,Unacceptable,Very safe,Very satisfied
1357,Friday,UNITED,DEST_357,Australia/New Zealand,Small     ,Gates 40-48,2018-12-31,205.1,Somewhat dirty,Very safe,Somewhat unsatisfied
1358,Thursday,CHINA EASTERN,DEST_358,Midwest US,Medium,Gates 91-102,2018-12-31,502.8,Dirty,Very unsafe,Very unsatisfied
1359,Tuesday,AMERICAN,DEST_359,Canada/Mexico,    Medium,Gates 1-12,2018-12-31,359.5,Dirty,Very safe,Very unsatisfied
1360,Sunday,JETBLUE,DEST_360,Canada/Mexico,Medium     ,Gates 50-59,2018-12-31,468.3,Somewhat clean,Neutral,Neutral
1361,Monday,AMERICAN,DEST_361,Central/South America,Hub     ,Gates 1-12,2018-12-31,562.1,Somewhat clean,Neutral,Very satisfied
1362,Saturday,UNITED INTL,DEST_362,eur,    Small,Gates 70-90,2018-12-31,161.5,Average,Somewhat unsafe,Neutral
1363,Sunday,AMERICAN,DEST_363,Australia/New Zealand,Small,Gates 40-48,2018-12-31,188.4,Clean,Neutral,Very satisfied
1364,Friday,ALASKA,DEST_364,Asia,    Small,Gates 70-90,2018-12-31,325.8,Somewhat clean,Somewhat unsafe,Neutral
1365,Saturday,SOUTHWEST,DEST_365,East US,    Medium,Gates 20-39,2018-12-31,265.9,Somewhat clean,Somewhat unsafe,Very satisfied
1366,Wednesday,JETBLUE,DEST_366,eur,    Medium,Gates 40-48,2018-12-31,300.2,Somewhat dirty,Somewhat unsafe,Somewhat satisfied
1367,Saturday,ALASKA,DEST_367,Australia/New Zealand,    Hub,Gates 20-39,2018-12-31,490.0,Somewhat dirty,Somewhat unsafe,Very unsatisfied
1368,Tuesday,AMERICAN,DEST_368,Midwest US,Medium,Gates 91-102,2018-12-31,558.8,Somewhat clean,Very safe,Neutral
1369,Monday,UNITED INTL,DEST_369,Europe,    Medium,Gates 40-48,2018-12-31,184.0,Clean,Very safe,Somewhat unsatisfied
1370,Monday,ALASKA,DEST_370,Central/South America,Medium,Gates 70-90,2018-12-31,250.2,Somewhat clean,Very unsafe,Very unsatisfied
1371,Thursday,DELTA,DEST_371,Asia,    Small,Gates 50-59,2018-12-31,277.0,Somewhat clean,Very unsafe,Neutral
1372,Friday,JETBLUE,DEST_372,Asia,    Small,Gates 20-39,2018-12-31,201.4,Average,Somewhat unsafe,Somewhat unsatisfied
1373,Wednesday,ALASKA,DEST_373,Australia/New Zealand,    Hub,Gates 50-59,2018-12-31,420.6,Clean,Somewhat unsafe,Very satisfied
1374,Friday,AMERICAN,DEST_374,Asia,Large     ,Gates 20-39,2018-12-31,422.7,Dirty,Very unsafe,Very unsatisfied
1375,Friday,AMERICAN,DEST_375,middle east,Hub     ,Gates 70-90,2018-12-31,398.9,Unacceptable,Very unsafe,Very satisfied
1376,Sunday,JETBLUE,DEST_376,Central/South America,    Large,Gates 91-102,2018-12-31,458.9,Average,Very safe,Somewhat unsatisfied
1377,Saturday,AMERICAN,DEST_377,Asia,Medium     ,Gates 40-48,2018-12-31,89.0,Dirty,Very unsafe,Very unsatisfied
1378,Saturday,DELTA,DEST_378,eur,    Large,Gates 1-12,2018-12-31,257.3,Somewhat dirty,Very unsafe,Somewhat satisfied
1379,Wednesday,ALASKA,DEST_379,Canada/Mexico,Hub     ,Gates 1-12,2018-12-31,232.6,Average,Neutral,Neutral
1380,Sunday,UNITED,DEST_380,West US,Hub     ,Gates 70-90,2018-12-31,419.0,Somewhat dirty,Somewhat unsafe,Neutral
1381,Wednesday,CHINA EASTERN,DEST_381,eur,    Medium,Gates 1-12,2018-12-31,187.5,Somewhat dirty,Somewhat unsafe,Somewhat unsatisfied
